Stock,Stock Growth,Profit,BuyColumns,SellColumn,Wins,Losses,Entries,Exits,Winrate,Profit/StockGrowth
SPCENET.NS,1820.69,263067.0,atrBuySignal,atrSellSignal,18.0,14.0,34.0,34.0,52.94,144.49
UNITEDPOLY.NS,1487.64,99715.6,atrBuySignal,atrSellSignal,21.0,14.0,36.0,36.0,58.33,67.03
SELMC.NS,-97.38,79862.24,atrBuySignal,atrSellSignal,15.0,18.0,36.0,36.0,41.67,-820.11
ESSENTIA.NS,516.45,67885.37,"atrBuySignal,stochasticBuySignal",atrSellSignal,12.0,5.0,21.0,21.0,57.14,131.45
JYOTISTRUC.NS,129.9,58063.2,atrBuySignal,atrSellSignal,26.0,18.0,44.0,44.0,59.09,446.98
ABMINTLLTD.NS,184.72,49976.62,atrBuySignal,atrSellSignal,18.0,36.0,55.0,55.0,32.73,270.55
ORCHPHARMA.NS,3764.97,49817.82,atrBuySignal,atrSellSignal,16.0,12.0,28.0,28.0,57.14,13.23
MASKINVEST.NS,213.81,43413.07,atrBuySignal,atrSellSignal,19.0,22.0,41.0,41.0,46.34,203.05
JITFINFRA.NS,1237.77,39844.58,atrBuySignal,atrSellSignal,19.0,26.0,45.0,45.0,42.22,32.19
UMESLTD.NS,134.04,33132.54,atrBuySignal,atrSellSignal,28.0,21.0,54.0,54.0,51.85,247.18
MELSTAR.NS,13.95,32471.35,atrBuySignal,atrSellSignal,21.0,27.0,49.0,49.0,42.86,2327.7
ADANIGREEN.NS,5519.21,28864.62,atrBuySignal,atrSellSignal,20.0,12.0,32.0,32.0,62.5,5.23
BLUECHIP.NS,712.5,25519.96,atrBuySignal,atrSellSignal,14.0,10.0,28.0,28.0,50.0,35.82
SEJALLTD.NS,-87.67,23129.31,atrBuySignal,atrSellSignal,18.0,14.0,36.0,36.0,50.0,-263.82
ASMS.NS,16.62,22825.14,atrBuySignal,atrSellSignal,17.0,26.0,43.0,43.0,39.53,1373.35
UNITECH.NS,161.63,20585.43,atrBuySignal,atrSellSignal,20.0,24.0,47.0,47.0,42.55,127.36
ALOKINDS.NS,705.8,20059.43,atrBuySignal,atrSellSignal,20.0,24.0,45.0,45.0,44.44,28.42
TTML.NS,1188.38,19653.64,atrBuySignal,atrSellSignal,19.0,27.0,46.0,46.0,41.3,16.54
WSI.NS,1468.39,18215.73,atrBuySignal,atrSellSignal,19.0,23.0,43.0,43.0,44.19,12.41
IMAGICAA.NS,14.9,18171.22,atrBuySignal,atrSellSignal,22.0,24.0,46.0,46.0,47.83,1219.54
BCG.NS,277.53,16532.55,atrBuySignal,atrSellSignal,21.0,29.0,50.0,50.0,42.0,59.57
TNTELE.NS,260.34,15591.53,atrBuySignal,atrSellSignal,20.0,31.0,60.0,60.0,33.33,59.89
DCMFINSERV.NS,45.33,15491.41,atrBuySignal,atrSellSignal,19.0,19.0,39.0,39.0,48.72,341.75
BALAXI.NS,3006.76,15090.93,atrBuySignal,atrSellSignal,12.0,14.0,28.0,28.0,42.86,5.02
RUCHINFRA.NS,242.11,13167.99,atrBuySignal,atrSellSignal,25.0,19.0,45.0,45.0,55.56,54.39
FCSSOFT.NS,1216.67,13110.22,atrBuySignal,atrSellSignal,15.0,10.0,26.0,26.0,57.69,10.78
HEXATRADEX.NS,826.96,12773.47,atrBuySignal,atrSellSignal,18.0,15.0,33.0,33.0,54.55,15.45
S&SPOWER.NS,2298.85,12741.86,atrBuySignal,atrSellSignal,18.0,6.0,24.0,24.0,75.0,5.54
CYBERMEDIA.NS,116.29,12484.67,rsiBuySignal,atrSellSignal,14.0,7.0,22.0,22.0,63.64,107.36
JAIBALAJI.NS,8579.57,11882.75,atrBuySignal,atrSellSignal,20.0,17.0,37.0,37.0,54.05,1.39
URJA.NS,1701.01,11786.71,atrBuySignal,atrSellSignal,18.0,31.0,51.0,51.0,35.29,6.93
EDUCOMP.NS,-66.5,11584.94,atrBuySignal,atrSellSignal,20.0,16.0,38.0,38.0,52.63,-174.21
REGENCERAM.NS,361.84,11256.84,rsiBuySignal,atrSellSignal,14.0,18.0,35.0,35.0,40.0,31.11
DBREALTY.NS,448.27,10766.08,atrBuySignal,atrSellSignal,22.0,25.0,47.0,47.0,46.81,24.02
CALSOFT.NS,164.23,10742.5,atrBuySignal,atrSellSignal,22.0,23.0,45.0,45.0,48.89,65.41
ALPSINDUS.NS,-71.43,10609.04,rsiBuySignal,atrSellSignal,16.0,19.0,36.0,36.0,44.44,-148.52
RADAAN.NS,6.67,9866.61,atrBuySignal,atrSellSignal,30.0,23.0,61.0,61.0,49.18,1479.25
SABEVENTS.NS,-84.01,9623.75,atrBuySignal,atrSellSignal,20.0,23.0,48.0,48.0,41.67,-114.55
THOMASCOTT.NS,2113.19,9362.53,atrBuySignal,atrSellSignal,30.0,37.0,68.0,68.0,44.12,4.43
YAARI.NS,-25.34,9332.36,atrBuySignal,atrSellSignal,25.0,23.0,48.0,48.0,52.08,-368.29
OPTIEMUS.NS,376.69,9241.78,atrBuySignal,atrSellSignal,19.0,21.0,40.0,40.0,47.5,24.53
GLFL.NS,370.0,9130.16,atrBuySignal,atrSellSignal,24.0,26.0,53.0,53.0,45.28,24.68
SAMPANN.NS,-7.62,8890.29,"atrBuySignal,rsiBuySignal",atrSellSignal,16.0,9.0,26.0,26.0,61.54,-1166.7
SUPREMEINF.NS,16.35,8670.74,atrBuySignal,atrSellSignal,27.0,21.0,48.0,48.0,56.25,530.32
TCLCONS.NS,106.67,8453.2,atrBuySignal,atrSellSignal,21.0,25.0,47.0,47.0,44.68,79.25
OLECTRA.NS,6098.76,8274.61,atrBuySignal,atrSellSignal,19.0,26.0,45.0,45.0,42.22,1.36
SOMATEX.NS,258.38,8174.31,atrBuySignal,atrSellSignal,23.0,27.0,51.0,51.0,45.1,31.64
EQUIPPP.NS,-12.94,8107.46,rsiBuySignal,atrSellSignal,12.0,14.0,26.0,26.0,46.15,-626.54
HDIL.NS,-92.54,7987.86,atrBuySignal,atrSellSignal,24.0,20.0,45.0,45.0,53.33,-86.32
GOLDTECH.NS,1882.95,7636.3,atrBuySignal,atrSellSignal,22.0,26.0,48.0,48.0,45.83,4.06
OMKARCHEM.NS,-83.82,7443.89,atrBuySignal,atrSellSignal,24.0,25.0,50.0,50.0,48.0,-88.81
VIJIFIN.NS,-72.5,7143.7,atrBuySignal,atrSellSignal,22.0,15.0,37.0,37.0,59.46,-98.53
AAKASH.NS,176.14,7095.3,atrBuySignal,atrSellSignal,15.0,16.0,31.0,31.0,48.39,40.28
ZENITHSTL.NS,966.67,6806.2,"atrBuySignal,stochasticBuySignal",atrSellSignal,6.0,3.0,11.0,11.0,54.55,7.04
BOHRAIND.NS,-98.01,6486.72,atrBuySignal,atrSellSignal,19.0,26.0,46.0,46.0,41.3,-66.18
LEXUS.NS,-19.07,6456.86,atrBuySignal,atrSellSignal,22.0,36.0,58.0,58.0,37.93,-338.59
DIL.NS,-6.49,6422.03,atrBuySignal,atrSellSignal,16.0,23.0,39.0,39.0,41.03,-989.53
RTNINDIA.NS,2273.33,6058.1,atrBuySignal,atrSellSignal,22.0,22.0,46.0,46.0,47.83,2.66
ACL.NS,-43.9,5854.51,atrBuySignal,atrSellSignal,23.0,22.0,45.0,45.0,51.11,-133.36
JETAIRWAYS.NS,-86.69,5804.92,atrBuySignal,atrSellSignal,24.0,27.0,51.0,51.0,47.06,-66.96
SPMLINFRA.NS,120.11,5718.21,atrBuySignal,atrSellSignal,24.0,17.0,43.0,43.0,55.81,47.61
RCOM.NS,-95.11,5518.76,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,6.0,20.0,20.0,55.0,-58.03
JPOLYINVST.NS,655.47,5250.23,rsiBuySignal,atrSellSignal,12.0,17.0,29.0,29.0,41.38,8.01
INDOTHAI.NS,1585.47,5158.87,atrBuySignal,atrSellSignal,16.0,13.0,29.0,29.0,55.17,3.25
KAUSHALYA.NS,49.02,5006.28,atrBuySignal,atrSellSignal,25.0,21.0,52.0,52.0,48.08,102.13
ADANIPOWER.NS,1842.97,4810.06,atrBuySignal,atrSellSignal,23.0,18.0,41.0,41.0,56.1,2.61
DNAMEDIA.NS,-55.79,4728.77,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,7.0,23.0,23.0,56.52,-84.76
SAKUMA.NS,304.65,4697.19,atrBuySignal,atrSellSignal,18.0,10.0,28.0,28.0,64.29,15.42
BIOFILCHEM.NS,207.27,4671.39,atrBuySignal,atrSellSignal,18.0,19.0,37.0,37.0,48.65,22.54
JINDALPHOT.NS,645.87,4619.65,atrBuySignal,atrSellSignal,13.0,20.0,34.0,34.0,38.24,7.15
ROML.NS,15.68,4590.05,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,0.0,3.0,3.0,100.0,292.73
MBECL.NS,-91.52,4561.66,atrBuySignal,atrSellSignal,26.0,20.0,47.0,47.0,55.32,-49.84
TPHQ.NS,297.06,4479.69,atrBuySignal,atrSellSignal,13.0,7.0,21.0,21.0,61.9,15.08
KEEPLEARN.NS,275.0,4474.48,atrBuySignal,atrSellSignal,10.0,9.0,21.0,21.0,47.62,16.27
ASAL.NS,1216.11,4470.67,atrBuySignal,atrSellSignal,20.0,17.0,37.0,37.0,54.05,3.68
JBMA.NS,1745.12,4441.67,atrBuySignal,atrSellSignal,18.0,13.0,31.0,31.0,58.06,2.55
ANKITMETAL.NS,118.92,4332.6,"atrBuySignal,stochasticBuySignal",atrSellSignal,5.0,4.0,9.0,9.0,55.56,36.43
BIGBLOC.NS,1938.24,4134.29,atrBuySignal,atrSellSignal,21.0,17.0,38.0,38.0,55.26,2.13
ADANIENT.NS,7119.03,4085.07,atrBuySignal,atrSellSignal,21.0,19.0,40.0,40.0,52.5,0.57
INDOWIND.NS,430.19,4017.2,atrBuySignal,atrSellSignal,26.0,16.0,44.0,44.0,59.09,9.34
GPIL.NS,5753.99,3890.44,"atrBuySignal,rsiBuySignal",atrSellSignal,17.0,14.0,31.0,31.0,54.84,0.68
MADHUCON.NS,-74.74,3784.09,atrBuySignal,atrSellSignal,22.0,17.0,39.0,39.0,56.41,-50.63
HAVISHA.NS,23.08,3776.23,atrBuySignal,atrSellSignal,16.0,17.0,36.0,36.0,44.44,163.61
TIPSINDLTD.NS,8076.69,3691.91,atrBuySignal,atrSellSignal,17.0,14.0,31.0,31.0,54.84,0.46
21STCENMGM.NS,56.44,3612.39,atrBuySignal,atrSellSignal,22.0,19.0,42.0,42.0,52.38,64.0
REFEX.NS,4956.65,3563.24,rsiBuySignal,atrSellSignal,20.0,24.0,44.0,44.0,45.45,0.72
TVVISION.NS,-98.3,3558.44,atrBuySignal,atrSellSignal,27.0,29.0,58.0,58.0,46.55,-36.2
VIKASLIFE.NS,16.65,3535.72,rsiBuySignal,atrSellSignal,10.0,10.0,20.0,20.0,50.0,212.36
PIGL.NS,120.64,3448.41,atrBuySignal,atrSellSignal,20.0,19.0,39.0,39.0,51.28,28.58
STEELXIND.NS,43.08,3444.86,rsiBuySignal,atrSellSignal,16.0,7.0,23.0,23.0,69.57,79.96
OSWALSEEDS.NS,513.61,3372.64,atrBuySignal,atrSellSignal,21.0,22.0,44.0,44.0,47.73,6.57
WEBELSOLAR.NS,1373.33,3366.23,"atrBuySignal,rsiBuySignal",atrSellSignal,17.0,13.0,30.0,30.0,56.67,2.45
BURNPUR.NS,-36.87,3347.76,atrBuySignal,atrSellSignal,27.0,17.0,48.0,48.0,56.25,-90.8
PANSARI.NS,339.76,3338.13,atrBuySignal,atrSellSignal,13.0,9.0,22.0,22.0,59.09,9.82
GTL.NS,-39.29,3259.76,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,11.0,22.0,22.0,50.0,-82.97
GANGAFORGE.NS,454.52,3170.01,atrBuySignal,atrSellSignal,15.0,18.0,34.0,34.0,44.12,6.97
INDSWFTLTD.NS,268.1,3121.7,atrBuySignal,atrSellSignal,28.0,19.0,48.0,48.0,58.33,11.64
ZENITHEXPO.NS,288.53,3101.07,rsiBuySignal,atrSellSignal,17.0,22.0,39.0,39.0,43.59,10.75
ONEPOINT.NS,650.0,3077.91,atrBuySignal,atrSellSignal,14.0,16.0,30.0,30.0,46.67,4.74
JSL.NS,1685.05,3009.02,atrBuySignal,atrSellSignal,17.0,15.0,32.0,32.0,53.12,1.79
PARACABLES.NS,2286.36,3006.1,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,12.0,25.0,25.0,52.0,1.31
SARVESHWAR.NS,284.83,2963.33,atrBuySignal,atrSellSignal,26.0,38.0,65.0,65.0,40.0,10.4
SIGMA.NS,2131.85,2893.99,atrBuySignal,atrSellSignal,14.0,12.0,27.0,27.0,51.85,1.36
RAMKY.NS,841.19,2830.0,atrBuySignal,atrSellSignal,18.0,18.0,36.0,36.0,50.0,3.36
RHFL.NS,-97.01,2818.19,atrBuySignal,atrSellSignal,20.0,23.0,44.0,44.0,45.45,-29.05
INTELLECT.NS,648.94,2792.41,atrBuySignal,atrSellSignal,14.0,19.0,33.0,33.0,42.42,4.3
IWEL.NS,2982.32,2759.83,atrBuySignal,atrSellSignal,7.0,6.0,13.0,13.0,53.85,0.93
KIOCL.NS,3540.26,2720.47,atrBuySignal,atrSellSignal,11.0,26.0,37.0,37.0,29.73,0.77
MITTAL.NS,55.33,2698.46,atrBuySignal,atrSellSignal,18.0,16.0,35.0,35.0,51.43,48.77
JPPOWER.NS,326.25,2693.6,atrBuySignal,atrSellSignal,22.0,21.0,46.0,46.0,47.83,8.26
JINDWORLD.NS,1728.91,2648.17,rsiBuySignal,atrSellSignal,16.0,14.0,30.0,30.0,53.33,1.53
TECHIN.NS,547.19,2638.81,rsiBuySignal,atrSellSignal,23.0,27.0,52.0,52.0,44.23,4.82
E2E.NS,1223.95,2583.41,rsiBuySignal,atrSellSignal,24.0,26.0,50.0,50.0,48.0,2.11
GRAPHITE.NS,823.24,2517.56,atrBuySignal,atrSellSignal,18.0,19.0,37.0,37.0,48.65,3.06
MAGNUM.NS,1373.71,2474.69,atrBuySignal,atrSellSignal,22.0,25.0,48.0,48.0,45.83,1.8
FOCUS.NS,2390.92,2439.04,atrBuySignal,atrSellSignal,29.0,37.0,66.0,66.0,43.94,1.02
SAGARDEEP.NS,90.36,2383.84,atrBuySignal,atrSellSignal,15.0,11.0,26.0,26.0,57.69,26.38
KHAITANLTD.NS,469.47,2374.93,atrBuySignal,atrSellSignal,18.0,11.0,30.0,30.0,60.0,5.06
BKMINDST.NS,-86.42,2354.38,atrBuySignal,atrSellSignal,18.0,22.0,41.0,41.0,43.9,-27.24
ARVEE.NS,659.52,2343.7,atrBuySignal,atrSellSignal,13.0,11.0,24.0,24.0,54.17,3.55
ANTGRAPHIC.NS,38.1,2343.49,atrBuySignal,atrSellSignal,14.0,12.0,28.0,28.0,50.0,61.51
IL&FSENGG.NS,-19.38,2340.03,atrBuySignal,atrSellSignal,23.0,23.0,46.0,46.0,50.0,-120.74
BBOX.NS,1353.27,2331.94,atrBuySignal,atrSellSignal,16.0,20.0,36.0,36.0,44.44,1.72
GUJRAFFIA.NS,-34.82,2288.11,atrBuySignal,atrSellSignal,18.0,20.0,38.0,38.0,47.37,-65.71
BCONCEPTS.NS,899.1,2249.07,atrBuySignal,atrSellSignal,25.0,28.0,53.0,53.0,47.17,2.5
TREJHARA.NS,164.79,2237.91,atrBuySignal,atrSellSignal,14.0,15.0,29.0,29.0,48.28,13.58
GRAVITA.NS,2356.65,2233.18,rsiBuySignal,atrSellSignal,18.0,14.0,32.0,32.0,56.25,0.95
NORBTEAEXP.NS,50.9,2196.65,atrBuySignal,atrSellSignal,23.0,35.0,62.0,62.0,37.1,43.16
DIGISPICE.NS,73.7,2179.32,atrBuySignal,atrSellSignal,14.0,23.0,37.0,37.0,37.84,29.57
SERVOTECH.NS,986.87,2165.36,atrBuySignal,atrSellSignal,12.0,20.0,34.0,34.0,35.29,2.19
ATGL.NS,1106.88,2109.14,atrBuySignal,atrSellSignal,15.0,15.0,30.0,30.0,50.0,1.91
ZODIAC.NS,1845.4,2072.98,rsiBuySignal,atrSellSignal,16.0,18.0,34.0,34.0,47.06,1.12
SHAKTIPUMP.NS,1041.18,2052.83,atrBuySignal,atrSellSignal,16.0,17.0,33.0,33.0,48.48,1.97
VAKRANGEE.NS,-81.71,1957.68,atrBuySignal,atrSellSignal,22.0,19.0,41.0,41.0,53.66,-23.96
NAGAFERT.NS,15.08,1949.29,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,14.0,28.0,28.0,50.0,129.26
SAREGAMA.NS,1928.07,1916.61,rsiBuySignal,atrSellSignal,15.0,15.0,30.0,30.0,50.0,0.99
SUULD.NS,-1.63,1913.51,atrBuySignal,atrSellSignal,20.0,27.0,49.0,49.0,40.82,-1173.93
HEG.NS,1527.93,1873.92,atrBuySignal,atrSellSignal,19.0,23.0,42.0,42.0,45.24,1.23
FACT.NS,2503.45,1853.6,atrBuySignal,atrSellSignal,17.0,19.0,36.0,36.0,47.22,0.74
FLEXITUFF.NS,-81.3,1832.65,atrBuySignal,atrSellSignal,18.0,25.0,43.0,43.0,41.86,-22.54
TOUCHWOOD.NS,660.68,1810.8,atrBuySignal,atrSellSignal,20.0,20.0,41.0,41.0,48.78,2.74
KRITIKA.NS,782.74,1806.89,atrBuySignal,atrSellSignal,17.0,21.0,40.0,40.0,42.5,2.31
KANANIIND.NS,-50.92,1800.15,atrBuySignal,atrSellSignal,15.0,20.0,35.0,35.0,42.86,-35.35
TANLA.NS,1488.59,1789.18,rsiBuySignal,atrSellSignal,15.0,26.0,41.0,41.0,36.59,1.2
HITECH.NS,1003.39,1764.51,"atrBuySignal,rsiBuySignal",atrSellSignal,16.0,11.0,27.0,27.0,59.26,1.76
MASTEK.NS,1425.17,1750.43,rsiBuySignal,atrSellSignal,14.0,16.0,30.0,30.0,46.67,1.23
CGPOWER.NS,790.58,1749.41,atrBuySignal,atrSellSignal,27.0,17.0,44.0,44.0,61.36,2.21
PATANJALI.NS,-27.33,1743.54,"atrBuySignal,stochasticBuySignal",atrSellSignal,4.0,8.0,12.0,12.0,33.33,-63.8
DOLPHIN.NS,-64.56,1730.46,atrBuySignal,atrSellSignal,6.0,9.0,15.0,15.0,40.0,-26.8
BLS.NS,575.28,1708.48,atrBuySignal,atrSellSignal,18.0,16.0,34.0,34.0,52.94,2.97
SUVEN.NS,1221.59,1703.08,atrBuySignal,atrSellSignal,19.0,18.0,37.0,37.0,51.35,1.39
AGROPHOS.NS,105.06,1701.83,atrBuySignal,atrSellSignal,16.0,27.0,43.0,43.0,37.21,16.2
GROBTEA.NS,279.48,1658.64,atrBuySignal,atrSellSignal,16.0,19.0,35.0,35.0,45.71,5.93
BAFNAPH.NS,191.28,1655.51,atrBuySignal,atrSellSignal,9.0,21.0,30.0,30.0,30.0,8.65
RAJMET.NS,1838.46,1642.79,rsiBuySignal,atrSellSignal,14.0,13.0,28.0,28.0,50.0,0.89
EXCEL.NS,-37.93,1637.61,atrBuySignal,atrSellSignal,19.0,25.0,45.0,45.0,42.22,-43.17
KSOLVES.NS,7819.28,1632.62,atrBuySignal,atrSellSignal,16.0,12.0,28.0,28.0,57.14,0.21
SUZLON.NS,205.02,1615.83,atrBuySignal,atrSellSignal,21.0,21.0,42.0,42.0,50.0,7.88
ARTNIRMAN.NS,151.35,1607.57,rsiBuySignal,atrSellSignal,12.0,5.0,17.0,17.0,70.59,10.62
ICDSLTD.NS,126.09,1601.3,atrBuySignal,atrSellSignal,7.0,5.0,12.0,12.0,58.33,12.7
DSSL.NS,10229.39,1590.69,atrBuySignal,atrSellSignal,23.0,16.0,39.0,39.0,58.97,0.16
TITAGARH.NS,676.95,1582.92,atrBuySignal,atrSellSignal,17.0,16.0,33.0,33.0,51.52,2.34
AXISCADES.NS,236.38,1552.72,atrBuySignal,atrSellSignal,18.0,18.0,36.0,36.0,50.0,6.57
LAKPRE.NS,-90.49,1550.49,atrBuySignal,atrSellSignal,15.0,29.0,45.0,45.0,33.33,-17.13
KAMDHENU.NS,1246.02,1544.15,atrBuySignal,atrSellSignal,15.0,16.0,31.0,31.0,48.39,1.24
SHRENIK.NS,-40.63,1492.22,atrBuySignal,atrSellSignal,13.0,22.0,35.0,35.0,37.14,-36.73
KOHINOOR.NS,-44.03,1453.45,"atrBuySignal,stochasticBuySignal",atrSellSignal,4.0,4.0,8.0,8.0,50.0,-33.01
LGBFORGE.NS,75.12,1430.5,atrBuySignal,atrSellSignal,19.0,23.0,43.0,43.0,44.19,19.04
SALSTEEL.NS,413.51,1422.5,atrBuySignal,atrSellSignal,20.0,21.0,43.0,43.0,46.51,3.44
POONAWALLA.NS,383.57,1421.86,atrBuySignal,atrSellSignal,20.0,18.0,38.0,38.0,52.63,3.71
OILCOUNTUB.NS,12.6,1418.03,atrBuySignal,atrSellSignal,18.0,21.0,39.0,39.0,46.15,112.54
VARDMNPOLY.NS,17.29,1417.8,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,17.0,27.0,27.0,37.04,82.0
LGHL.NS,1667.0,1398.07,atrBuySignal,atrSellSignal,8.0,6.0,14.0,14.0,57.14,0.84
GTLINFRA.NS,-60.67,1386.79,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,13.0,25.0,25.0,40.0,-22.86
TIRUPATIFL.NS,667.74,1371.42,atrBuySignal,atrSellSignal,25.0,32.0,58.0,58.0,43.1,2.05
ARMANFIN.NS,949.16,1370.98,atrBuySignal,atrSellSignal,20.0,10.0,30.0,30.0,66.67,1.44
HILTON.NS,595.46,1358.75,"atrBuySignal,rsiBuySignal",atrSellSignal,17.0,12.0,29.0,29.0,58.62,2.28
ARENTERP.NS,195.18,1341.02,rsiBuySignal,atrSellSignal,14.0,9.0,23.0,23.0,60.87,6.87
PARSVNATH.NS,-0.37,1338.13,rsiBuySignal,atrSellSignal,16.0,19.0,36.0,36.0,44.44,-3616.57
JAIPURKURT.NS,138.53,1310.61,atrBuySignal,atrSellSignal,13.0,18.0,31.0,31.0,41.94,9.46
GODHA.NS,-47.89,1300.75,rsiBuySignal,atrSellSignal,12.0,22.0,35.0,35.0,34.29,-27.16
KAMATHOTEL.NS,848.03,1292.49,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,13.0,27.0,27.0,51.85,1.52
WEIZMANIND.NS,292.66,1291.2,"atrBuySignal,rsiBuySignal",atrSellSignal,16.0,8.0,24.0,24.0,66.67,4.41
GOODLUCK.NS,970.89,1287.53,atrBuySignal,atrSellSignal,14.0,17.0,31.0,31.0,45.16,1.33
CROWN.NS,1232.92,1280.51,atrBuySignal,atrSellSignal,20.0,27.0,47.0,47.0,42.55,1.04
GOACARBON.NS,710.32,1277.2,atrBuySignal,atrSellSignal,21.0,23.0,44.0,44.0,47.73,1.8
NILASPACES.NS,118.31,1258.54,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,9.0,25.0,25.0,60.0,10.64
AURIONPRO.NS,1912.89,1240.54,rsiBuySignal,atrSellSignal,17.0,17.0,34.0,34.0,50.0,0.65
MKPL.NS,1174.75,1169.22,rsiBuySignal,atrSellSignal,9.0,29.0,39.0,39.0,23.08,1.0
CREATIVE.NS,1193.93,1165.99,rsiBuySignal,atrSellSignal,15.0,15.0,30.0,30.0,50.0,0.98
IBREALEST.NS,73.42,1161.28,atrBuySignal,atrSellSignal,23.0,16.0,39.0,39.0,58.97,15.82
PERSISTENT.NS,1147.4,1160.7,atrBuySignal,atrSellSignal,21.0,12.0,33.0,33.0,63.64,1.01
VIKASECO.NS,-36.46,1146.48,rsiBuySignal,atrSellSignal,13.0,21.0,38.0,38.0,34.21,-31.44
PDSL.NS,1443.62,1137.47,rsiBuySignal,atrSellSignal,13.0,13.0,26.0,26.0,50.0,0.79
GAYAHWS.NS,-91.35,1135.71,atrBuySignal,atrSellSignal,13.0,7.0,26.0,26.0,50.0,-12.43
MACPOWER.NS,655.32,1134.7,atrBuySignal,atrSellSignal,15.0,27.0,42.0,42.0,35.71,1.73
SHAREINDIA.NS,1443.97,1126.36,atrBuySignal,atrSellSignal,10.0,4.0,14.0,14.0,71.43,0.78
GREENPOWER.NS,131.92,1125.2,atrBuySignal,atrSellSignal,22.0,34.0,56.0,56.0,39.29,8.53
ELECON.NS,1967.82,1124.97,rsiBuySignal,atrSellSignal,20.0,15.0,35.0,35.0,57.14,0.57
ACE.NS,2976.09,1123.55,atrBuySignal,atrSellSignal,18.0,18.0,36.0,36.0,50.0,0.38
APOLSINHOT.NS,981.95,1120.45,atrBuySignal,atrSellSignal,15.0,17.0,32.0,32.0,46.88,1.14
SHAHALLOYS.NS,325.69,1109.52,atrBuySignal,atrSellSignal,22.0,28.0,50.0,50.0,44.0,3.41
ARROWGREEN.NS,-14.06,1109.09,atrBuySignal,atrSellSignal,19.0,19.0,38.0,38.0,50.0,-78.88
ROLLT.NS,-85.0,1101.23,atrBuySignal,atrSellSignal,18.0,21.0,42.0,42.0,42.86,-12.96
KPIGREEN.NS,4008.72,1094.27,atrBuySignal,atrSellSignal,12.0,6.0,18.0,18.0,66.67,0.27
ATLANTAA.NS,-51.42,1088.48,atrBuySignal,atrSellSignal,21.0,20.0,41.0,41.0,51.22,-21.17
DBSTOCKBRO.NS,257.89,1088.25,atrBuySignal,atrSellSignal,19.0,24.0,43.0,43.0,44.19,4.22
SOUTHWEST.NS,171.23,1082.91,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,10.0,21.0,21.0,47.62,6.32
MICEL.NS,-31.17,1079.56,atrBuySignal,atrSellSignal,26.0,21.0,48.0,48.0,54.17,-34.63
HBSL.NS,70.64,1068.9,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,13.0,28.0,28.0,53.57,15.13
ENERGYDEV.NS,-71.11,1067.83,atrBuySignal,atrSellSignal,17.0,19.0,36.0,36.0,47.22,-15.02
HUBTOWN.NS,35.73,1066.24,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,19.0,33.0,33.0,42.42,29.84
SIMPLEXINF.NS,-48.12,1056.04,atrBuySignal,atrSellSignal,22.0,19.0,42.0,42.0,52.38,-21.95
RAMASTEEL.NS,703.45,1050.12,atrBuySignal,atrSellSignal,21.0,20.0,41.0,41.0,51.22,1.49
WEWIN.NS,263.09,1046.22,atrBuySignal,atrSellSignal,20.0,19.0,39.0,39.0,51.28,3.98
GOENKA.NS,28.57,1031.25,atrBuySignal,atrSellSignal,15.0,14.0,31.0,31.0,48.39,36.1
KDDL.NS,1198.04,1030.71,rsiBuySignal,atrSellSignal,16.0,12.0,28.0,28.0,57.14,0.86
SECURKLOUD.NS,-93.99,1030.36,atrBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,-10.96
THANGAMAYL.NS,1455.07,1026.62,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,12.0,23.0,23.0,47.83,0.71
INOXWIND.NS,204.63,1025.95,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,7.0,18.0,18.0,61.11,5.01
ALKYLAMINE.NS,1533.71,1020.06,rsiBuySignal,atrSellSignal,18.0,15.0,33.0,33.0,54.55,0.67
NAGREEKCAP.NS,91.16,1019.97,atrBuySignal,atrSellSignal,25.0,32.0,57.0,57.0,43.86,11.19
ANGELONE.NS,874.66,1007.57,atrBuySignal,atrSellSignal,10.0,6.0,16.0,16.0,62.5,1.15
GSS.NS,413.27,1006.51,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,13.0,28.0,28.0,53.57,2.44
XPROINDIA.NS,3475.22,1004.25,rsiBuySignal,atrSellSignal,16.0,20.0,36.0,36.0,44.44,0.29
RPOWER.NS,-33.05,1002.51,atrBuySignal,atrSellSignal,23.0,26.0,49.0,49.0,46.94,-30.33
