Stock,Stock Growth,Profit,BuyColumns,SellColumn,Wins,Losses,Entries,Exits,Winrate,Profit/StockGrowth
DECCANCE.NS,26.16,47.78,atrBuySignal,atrSellSignal,14.0,20.0,34.0,34.0,41.18,1.83
AARTIPHARM.NS,73.04,47.64,rsiBuySignal,atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.65
GANGESSECU.NS,98.34,47.34,stochasticBuySignal,atrSellSignal,5.0,5.0,10.0,10.0,50.0,0.48
CHEMFAB.NS,149.01,47.34,stochasticBuySignal,atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.32
SHREECEM.NS,67.86,47.33,atrBuySignal,atrSellSignal,19.0,26.0,45.0,45.0,42.22,0.7
SHIVAMAUTO.NS,3.68,47.22,atrBuySignal,atrSellSignal,16.0,30.0,46.0,46.0,34.78,12.83
MARUTI.NS,132.55,47.09,"atrBuySignal,rsiBuySignal",atrSellSignal,20.0,19.0,39.0,39.0,51.28,0.36
RBZJEWEL.NS,41.95,46.96,atrBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,1.12
SAH.NS,7.34,46.93,rsiBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,6.39
MUNJALSHOW.NS,-16.61,46.78,atrBuySignal,atrSellSignal,15.0,20.0,35.0,35.0,42.86,-2.82
AMRUTANJAN.NS,137.51,46.7,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,20.0,29.0,29.0,31.03,0.34
AMBIKCO.NS,48.65,46.59,atrBuySignal,atrSellSignal,13.0,18.0,31.0,31.0,41.94,0.96
EIDPARRY.NS,128.43,46.33,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,24.0,36.0,36.0,33.33,0.36
CYBERTECH.NS,90.85,46.25,stochasticBuySignal,atrSellSignal,4.0,10.0,14.0,14.0,28.57,0.51
MEGASTAR.NS,144.63,46.18,atrBuySignal,atrSellSignal,6.0,7.0,13.0,13.0,46.15,0.32
EXIDEIND.NS,142.72,45.74,atrBuySignal,atrSellSignal,19.0,23.0,42.0,42.0,45.24,0.32
BASML.NS,-52.26,45.64,stochasticBuySignal,atrSellSignal,3.0,8.0,11.0,11.0,27.27,-0.87
ELDEHSG.NS,46.68,45.26,stochasticBuySignal,atrSellSignal,3.0,0.0,3.0,3.0,100.0,0.97
EPL.NS,44.11,45.09,stochasticBuySignal,atrSellSignal,2.0,6.0,8.0,8.0,25.0,1.02
PRUDENT.NS,147.43,44.79,rsiBuySignal,atrSellSignal,5.0,6.0,11.0,11.0,45.45,0.3
HDFCBANK.NS,155.83,44.69,atrBuySignal,atrSellSignal,22.0,30.0,52.0,52.0,42.31,0.29
NILAINFRA.NS,-6.54,44.42,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,18.0,27.0,27.0,33.33,-6.79
ORIENTELEC.NS,48.64,44.16,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,13.0,23.0,23.0,43.48,0.91
INFY.NS,181.94,44.13,"atrBuySignal,rsiBuySignal",atrSellSignal,16.0,28.0,44.0,44.0,36.36,0.24
SIS.NS,22.38,43.96,stochasticBuySignal,atrSellSignal,5.0,4.0,9.0,9.0,55.56,1.96
GTECJAINX.NS,22.07,43.79,atrBuySignal,atrSellSignal,3.0,1.0,4.0,4.0,75.0,1.98
INVENTURE.NS,57.0,43.77,atrBuySignal,atrSellSignal,13.0,22.0,37.0,37.0,35.14,0.77
SHYAMMETL.NS,58.14,43.62,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,8.0,11.0,11.0,27.27,0.75
INDOCO.NS,25.89,43.11,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,17.0,28.0,28.0,39.29,1.67
EMUDHRA.NS,188.46,43.1,rsiBuySignal,atrSellSignal,2.0,5.0,7.0,7.0,28.57,0.23
SILVERTUC.NS,463.93,42.86,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,25.0,37.0,37.0,32.43,0.09
VENUSREM.NS,157.1,42.47,atrBuySignal,atrSellSignal,2.0,4.0,7.0,7.0,28.57,0.27
APOLLOTYRE.NS,154.72,42.46,"atrBuySignal,rsiBuySignal",atrSellSignal,18.0,25.0,43.0,43.0,41.86,0.27
KRBL.NS,-3.48,42.34,atrBuySignal,atrSellSignal,16.0,28.0,44.0,44.0,36.36,-12.17
ONMOBILE.NS,-4.82,42.33,atrBuySignal,atrSellSignal,13.0,28.0,41.0,41.0,31.71,-8.78
RAMRAT.NS,178.84,42.26,atrBuySignal,atrSellSignal,3.0,5.0,8.0,8.0,37.5,0.24
MFSL.NS,83.23,42.2,"atrBuySignal,rsiBuySignal",atrSellSignal,17.0,14.0,31.0,31.0,54.84,0.51
ZODIACLOTH.NS,-35.54,42.14,stochasticBuySignal,atrSellSignal,2.0,7.0,9.0,9.0,22.22,-1.19
PUNJABCHEM.NS,340.63,42.07,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,16.0,29.0,29.0,44.83,0.12
SAKHTISUG.NS,-10.36,42.06,stochasticBuySignal,atrSellSignal,4.0,7.0,11.0,11.0,36.36,-4.06
OBEROIRLTY.NS,347.15,41.98,stochasticBuySignal,atrSellSignal,4.0,3.0,7.0,7.0,57.14,0.12
BLISSGVS.NS,-30.56,41.94,stochasticBuySignal,atrSellSignal,3.0,7.0,10.0,10.0,30.0,-1.37
UNICHEMLAB.NS,122.51,41.88,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,18.0,28.0,28.0,35.71,0.34
RUPA.NS,4.06,41.51,rsiBuySignal,atrSellSignal,13.0,22.0,35.0,35.0,37.14,10.22
TTL.NS,140.82,41.51,atrBuySignal,atrSellSignal,10.0,17.0,27.0,27.0,37.04,0.29
RBLBANK.NS,-24.32,41.42,rsiBuySignal,atrSellSignal,19.0,24.0,43.0,43.0,44.19,-1.7
SUPERHOUSE.NS,38.08,40.85,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,1.07
SYNGENE.NS,151.84,40.77,atrBuySignal,atrSellSignal,14.0,20.0,34.0,34.0,41.18,0.27
GULFOILLUB.NS,49.29,40.6,stochasticBuySignal,atrSellSignal,6.0,3.0,9.0,9.0,66.67,0.82
ARIES.NS,57.64,40.56,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,16.0,29.0,29.0,44.83,0.7
GEPIL.NS,-34.36,40.36,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-1.17
IEL.NS,-11.82,40.16,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,1.0,5.0,5.0,80.0,-3.4
PTCIL.NS,149.54,40.13,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,1.0,4.0,4.0,75.0,0.27
VLSFINANCE.NS,396.75,40.08,atrBuySignal,atrSellSignal,12.0,27.0,39.0,39.0,30.77,0.1
AEGISCHEM.NS,277.09,39.92,atrBuySignal,atrSellSignal,19.0,19.0,38.0,38.0,50.0,0.14
SBCL.NS,606.64,39.89,atrBuySignal,atrSellSignal,5.0,13.0,18.0,18.0,27.78,0.07
INDIACEM.NS,82.72,39.78,atrBuySignal,atrSellSignal,14.0,28.0,42.0,42.0,33.33,0.48
CYIENTDLM.NS,57.16,39.75,rsiBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.7
INDIANHUME.NS,-31.02,39.65,stochasticBuySignal,atrSellSignal,5.0,12.0,17.0,17.0,29.41,-1.28
KAMOPAINTS.NS,80.06,39.55,rsiBuySignal,atrSellSignal,3.0,3.0,6.0,6.0,50.0,0.49
DIVGIITTS.NS,37.03,39.51,atrBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,1.07
SUTLEJTEX.NS,-31.72,39.44,stochasticBuySignal,atrSellSignal,3.0,5.0,8.0,8.0,37.5,-1.24
CAMPUS.NS,-37.9,39.15,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-1.03
BODALCHEM.NS,-36.29,38.96,stochasticBuySignal,atrSellSignal,5.0,2.0,7.0,7.0,71.43,-1.07
KRITI.NS,1629.87,38.84,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,2.0,6.0,6.0,66.67,0.02
SETCO.NS,-73.54,38.8,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,-0.53
NATCOPHARM.NS,70.95,38.59,atrBuySignal,atrSellSignal,16.0,26.0,42.0,42.0,38.1,0.54
ASTEC.NS,103.21,38.56,rsiBuySignal,atrSellSignal,12.0,21.0,33.0,33.0,36.36,0.37
ICICIGI.NS,148.05,38.29,rsiBuySignal,atrSellSignal,14.0,18.0,32.0,32.0,43.75,0.26
DTIL.NS,1.14,38.28,rsiBuySignal,atrSellSignal,8.0,19.0,27.0,27.0,29.63,33.58
VIJAYA.NS,8.51,37.97,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,4.46
TPLPLASTEH.NS,95.44,37.4,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,15.0,25.0,25.0,40.0,0.39
DRREDDY.NS,92.74,37.38,atrBuySignal,atrSellSignal,20.0,25.0,45.0,45.0,44.44,0.4
CONCORDBIO.NS,68.96,37.27,atrBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.54
LALPATHLAB.NS,102.93,37.09,rsiBuySignal,atrSellSignal,17.0,22.0,39.0,39.0,43.59,0.36
CHEMPLASTS.NS,-10.46,37.05,atrBuySignal,atrSellSignal,7.0,5.0,12.0,12.0,58.33,-3.54
JOCIL.NS,2.73,36.92,stochasticBuySignal,atrSellSignal,3.0,4.0,7.0,7.0,42.86,13.52
SELAN.NS,249.73,36.51,atrBuySignal,atrSellSignal,18.0,20.0,38.0,38.0,47.37,0.15
VISHNU.NS,528.19,36.42,atrBuySignal,atrSellSignal,15.0,30.0,45.0,45.0,33.33,0.07
MIRZAINT.NS,-48.39,36.13,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,3.0,6.0,6.0,50.0,-0.75
WHEELS.NS,-1.04,35.92,atrBuySignal,atrSellSignal,11.0,19.0,30.0,30.0,36.67,-34.54
UFO.NS,-64.63,35.62,stochasticBuySignal,atrSellSignal,4.0,6.0,10.0,10.0,40.0,-0.55
ABSLAMC.NS,-27.95,35.42,"atrBuySignal,rsiBuySignal",atrSellSignal,5.0,2.0,7.0,7.0,71.43,-1.27
ICICIPRULI.NS,91.52,35.37,atrBuySignal,atrSellSignal,20.0,27.0,47.0,47.0,42.55,0.39
KHAICHEM.NS,211.74,35.27,rsiBuySignal,atrSellSignal,6.0,11.0,17.0,17.0,35.29,0.17
SPARC.NS,9.34,35.02,rsiBuySignal,atrSellSignal,16.0,19.0,35.0,35.0,45.71,3.75
SHARDACROP.NS,-21.0,34.68,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,18.0,26.0,26.0,30.77,-1.65
UNIDT.NS,-1.39,34.62,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,4.0,11.0,11.0,63.64,-24.91
NSIL.NS,347.05,34.61,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,14.0,22.0,22.0,36.36,0.1
VEDL.NS,74.68,34.54,"stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,0.46
BANDHANBNK.NS,-63.6,34.45,atrBuySignal,atrSellSignal,18.0,19.0,37.0,37.0,48.65,-0.54
CELEBRITY.NS,133.52,34.32,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,18.0,30.0,30.0,40.0,0.26
INDHOTEL.NS,568.95,34.24,atrBuySignal,atrSellSignal,18.0,29.0,47.0,47.0,38.3,0.06
LANDMARK.NS,68.75,34.23,atrBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,0.5
PTL.NS,-40.16,32.93,stochasticBuySignal,atrSellSignal,3.0,4.0,7.0,7.0,42.86,-0.82
WINDLAS.NS,35.8,32.91,atrBuySignal,atrSellSignal,5.0,8.0,13.0,13.0,38.46,0.92
PANACEABIO.NS,35.22,32.81,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,20.0,31.0,31.0,35.48,0.93
SURANAT&P.NS,183.78,32.64,stochasticBuySignal,atrSellSignal,2.0,2.0,4.0,4.0,50.0,0.18
STARHEALTH.NS,-37.59,32.39,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.86
UBL.NS,136.63,32.37,stochasticBuySignal,atrSellSignal,3.0,1.0,4.0,4.0,75.0,0.24
ITC.NS,76.28,32.23,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,28.0,41.0,41.0,31.71,0.42
LICI.NS,11.2,32.23,atrBuySignal,atrSellSignal,4.0,6.0,10.0,10.0,40.0,2.88
ACI.NS,49.23,32.0,atrBuySignal,atrSellSignal,5.0,3.0,8.0,8.0,62.5,0.65
SHREYANIND.NS,132.08,31.98,atrBuySignal,atrSellSignal,16.0,27.0,43.0,43.0,37.21,0.24
RALLIS.NS,38.26,31.87,atrBuySignal,atrSellSignal,14.0,22.0,36.0,36.0,38.89,0.83
HINDPETRO.NS,59.47,31.82,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,20.0,32.0,32.0,37.5,0.54
PRSMJOHNSN.NS,109.08,31.78,atrBuySignal,atrSellSignal,15.0,27.0,42.0,42.0,35.71,0.29
TIL.NS,-20.49,31.43,rsiBuySignal,atrSellSignal,17.0,25.0,42.0,42.0,40.48,-1.53
CARERATING.NS,-18.27,31.32,atrBuySignal,atrSellSignal,9.0,25.0,34.0,34.0,26.47,-1.71
VESUVIUS.NS,229.69,30.94,atrBuySignal,atrSellSignal,12.0,22.0,34.0,34.0,35.29,0.13
RAMCOCEM.NS,43.33,30.9,stochasticBuySignal,atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.71
MALLCOM.NS,8.86,30.89,stochasticBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,3.49
LEMONTREE.NS,88.14,30.8,rsiBuySignal,atrSellSignal,14.0,21.0,35.0,35.0,40.0,0.35
GLENMARK.NS,16.11,30.78,atrBuySignal,atrSellSignal,11.0,32.0,43.0,43.0,25.58,1.91
MGL.NS,73.06,30.73,atrBuySignal,atrSellSignal,18.0,22.0,40.0,40.0,45.0,0.42
SVLL.NS,528.3,30.43,rsiBuySignal,atrSellSignal,18.0,31.0,51.0,51.0,35.29,0.06
ATL.NS,28.76,30.31,rsiBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,1.05
OMAXE.NS,-41.38,30.11,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,14.0,22.0,22.0,36.36,-0.73
PAKKA.NS,131.23,30.08,atrBuySignal,atrSellSignal,3.0,3.0,6.0,6.0,50.0,0.23
CASTROLIND.NS,7.68,29.97,atrBuySignal,atrSellSignal,20.0,21.0,41.0,41.0,48.78,3.9
FIVESTAR.NS,41.19,29.93,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.73
DEEPENR.NS,15.64,29.93,atrBuySignal,atrSellSignal,14.0,24.0,38.0,38.0,36.84,1.91
JMA.NS,181.74,29.84,rsiBuySignal,atrSellSignal,10.0,14.0,24.0,24.0,41.67,0.16
UPL.NS,11.03,29.73,atrBuySignal,atrSellSignal,19.0,24.0,43.0,43.0,44.19,2.7
ATFL.NS,57.37,29.65,stochasticBuySignal,atrSellSignal,5.0,6.0,11.0,11.0,45.45,0.52
PGHH.NS,127.93,29.38,atrBuySignal,atrSellSignal,11.0,18.0,29.0,29.0,37.93,0.23
RACE.NS,22.96,29.15,atrBuySignal,atrSellSignal,2.0,2.0,4.0,4.0,50.0,1.27
SHK.NS,-33.99,29.1,stochasticBuySignal,atrSellSignal,4.0,7.0,11.0,11.0,36.36,-0.86
AWL.NS,25.03,29.08,rsiBuySignal,atrSellSignal,3.0,9.0,12.0,12.0,25.0,1.16
GANDHITUBE.NS,138.33,29.05,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,18.0,27.0,27.0,33.33,0.21
BAJEL.NS,36.21,28.95,atrBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.8
PIXTRANS.NS,33.66,28.93,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,6.0,8.0,8.0,25.0,0.86
SUVIDHAA.NS,-94.37,28.87,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,-0.31
APCL.NS,-24.56,28.86,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,0.0,3.0,3.0,100.0,-1.18
REDTAPE.NS,42.69,28.72,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,0.67
SHRIRAMPPS.NS,20.53,28.6,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,2.0,5.0,5.0,60.0,1.39
SHILPAMED.NS,-22.51,28.54,"atrBuySignal,stochasticBuySignal",atrSellSignal,5.0,2.0,7.0,7.0,71.43,-1.27
KMSUGAR.NS,40.33,28.49,stochasticBuySignal,atrSellSignal,6.0,8.0,14.0,14.0,42.86,0.71
HERITGFOOD.NS,44.01,28.07,atrBuySignal,atrSellSignal,17.0,19.0,36.0,36.0,47.22,0.64
DUCON.NS,-84.94,28.03,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,27.0,42.0,42.0,33.33,-0.33
HERANBA.NS,-61.38,27.93,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,1.0,4.0,4.0,75.0,-0.46
KANPRPLA.NS,22.88,27.69,stochasticBuySignal,atrSellSignal,2.0,4.0,6.0,6.0,33.33,1.21
OIL.NS,163.53,27.36,rsiBuySignal,atrSellSignal,15.0,27.0,42.0,42.0,35.71,0.17
NGLFINE.NS,35.91,27.33,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.76
DONEAR.NS,65.61,27.24,atrBuySignal,atrSellSignal,11.0,20.0,31.0,31.0,35.48,0.42
STEELCAS.NS,115.78,26.96,atrBuySignal,atrSellSignal,4.0,5.0,9.0,9.0,44.44,0.23
ICRA.NS,31.23,26.64,atrBuySignal,atrSellSignal,11.0,12.0,23.0,23.0,47.83,0.85
PRITIKAUTO.NS,50.14,26.6,rsiBuySignal,atrSellSignal,5.0,7.0,12.0,12.0,41.67,0.53
SMCGLOBAL.NS,46.96,26.54,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,8.0,11.0,11.0,27.27,0.57
FOSECOIND.NS,170.4,26.38,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,15.0,30.0,30.0,50.0,0.15
JHS.NS,-54.07,26.12,"atrBuySignal,rsiBuySignal",atrSellSignal,16.0,15.0,31.0,31.0,51.61,-0.48
IDBI.NS,21.74,25.5,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,1.0,4.0,4.0,75.0,1.17
ATULAUTO.NS,16.15,25.42,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,13.0,23.0,23.0,43.48,1.57
BAJAJCON.NS,-39.64,24.81,stochasticBuySignal,atrSellSignal,3.0,3.0,6.0,6.0,50.0,-0.63
BPCL.NS,37.19,24.78,atrBuySignal,atrSellSignal,19.0,31.0,50.0,50.0,38.0,0.67
RHL.NS,78.87,24.55,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.31
CIPLA.NS,137.77,24.51,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,19.0,34.0,34.0,44.12,0.18
HITECHCORP.NS,30.45,24.49,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.8
NUVOCO.NS,-38.57,24.44,stochasticBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,-0.63
SBICARD.NS,7.44,24.36,"atrBuySignal,rsiBuySignal",atrSellSignal,5.0,15.0,20.0,20.0,25.0,3.27
VRLLOG.NS,115.13,24.24,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.21
COMPUSOFT.NS,100.7,24.15,atrBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,0.24
DEVYANI.NS,30.4,23.99,"atrBuySignal,rsiBuySignal",atrSellSignal,5.0,6.0,11.0,11.0,45.45,0.79
GREAVESCOT.NS,6.42,23.92,atrBuySignal,atrSellSignal,14.0,29.0,43.0,43.0,32.56,3.73
NURECA.NS,-57.22,23.75,rsiBuySignal,atrSellSignal,5.0,8.0,13.0,13.0,38.46,-0.42
AKZOINDIA.NS,69.78,23.71,atrBuySignal,atrSellSignal,13.0,19.0,32.0,32.0,40.62,0.34
ROTO.NS,91.1,23.54,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,3.0,7.0,7.0,57.14,0.26
INDUSTOWER.NS,2.09,23.36,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,11.18
DCMSRIND.NS,114.93,23.2,atrBuySignal,atrSellSignal,3.0,10.0,13.0,13.0,23.08,0.2
SOMICONVEY.NS,156.17,23.09,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,3.0,5.0,5.0,40.0,0.15
OMINFRAL.NS,194.11,22.94,atrBuySignal,atrSellSignal,17.0,23.0,40.0,40.0,42.5,0.12
PVRINOX.NS,-20.63,22.91,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-1.11
ZFCVINDIA.NS,163.88,22.82,stochasticBuySignal,atrSellSignal,5.0,4.0,9.0,9.0,55.56,0.14
JAYAGROGN.NS,-6.07,22.82,stochasticBuySignal,atrSellSignal,2.0,6.0,8.0,8.0,25.0,-3.76
LOVABLE.NS,-51.24,22.73,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,16.0,26.0,26.0,38.46,-0.44
DHANBANK.NS,93.67,22.54,atrBuySignal,atrSellSignal,11.0,28.0,39.0,39.0,28.21,0.24
LICHSGFIN.NS,21.29,22.48,rsiBuySignal,atrSellSignal,21.0,22.0,43.0,43.0,48.84,1.06
HEROMOTOCO.NS,39.04,22.45,atrBuySignal,atrSellSignal,20.0,29.0,49.0,49.0,40.82,0.58
CUB.NS,44.04,22.45,stochasticBuySignal,atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.51
MANGCHEFER.NS,156.84,22.4,atrBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,0.14
SUNPHARMA.NS,140.17,21.98,rsiBuySignal,atrSellSignal,18.0,26.0,44.0,44.0,40.91,0.16
RAMAPHO.NS,-35.43,21.96,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.62
LTFOODS.NS,25.15,21.61,atrBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.86
ADANIENSOL.NS,27.2,21.44,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.79
BALMLAWRIE.NS,54.7,21.31,atrBuySignal,atrSellSignal,18.0,18.0,36.0,36.0,50.0,0.39
MVGJL.NS,14.8,21.19,atrBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,1.43
HEIDELBERG.NS,75.77,20.53,stochasticBuySignal,atrSellSignal,4.0,7.0,11.0,11.0,36.36,0.27
GILLANDERS.NS,25.79,20.36,rsiBuySignal,atrSellSignal,11.0,19.0,30.0,30.0,36.67,0.79
EICHERMOT.NS,92.87,20.25,atrBuySignal,atrSellSignal,17.0,33.0,50.0,50.0,34.0,0.22
MANORAMA.NS,-44.46,20.18,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,4.0,6.0,6.0,33.33,-0.45
ABCAPITAL.NS,-15.41,20.07,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,22.0,34.0,34.0,35.29,-1.3
UNITEDTEA.NS,11.86,19.9,stochasticBuySignal,atrSellSignal,5.0,10.0,15.0,15.0,33.33,1.68
FMGOETZE.NS,-24.1,19.87,stochasticBuySignal,atrSellSignal,2.0,4.0,6.0,6.0,33.33,-0.82
TIPSFILMS.NS,62.82,19.44,atrBuySignal,atrSellSignal,3.0,4.0,7.0,7.0,42.86,0.31
AMNPLST.NS,10.97,19.42,atrBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,1.77
COASTCORP.NS,-10.34,19.39,atrBuySignal,atrSellSignal,4.0,7.0,11.0,11.0,36.36,-1.88
ORIENTCEM.NS,57.15,19.26,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,20.0,31.0,31.0,35.48,0.34
ALKALI.NS,59.54,19.02,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.32
NUVAMA.NS,102.78,18.87,atrBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.18
FORTIS.NS,135.86,18.87,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,17.0,30.0,30.0,40.0,0.14
SIEMENS.NS,399.06,18.62,atrBuySignal,atrSellSignal,17.0,27.0,44.0,44.0,38.64,0.05
HINDCOMPOS.NS,-20.22,18.53,stochasticBuySignal,atrSellSignal,4.0,11.0,15.0,15.0,26.67,-0.92
AGSTRA.NS,-53.43,18.52,rsiBuySignal,atrSellSignal,4.0,6.0,10.0,10.0,40.0,-0.35
YUKEN.NS,73.49,18.48,stochasticBuySignal,atrSellSignal,1.0,3.0,4.0,4.0,25.0,0.25
PRUDMOULI.NS,-12.21,18.45,atrBuySignal,atrSellSignal,2.0,0.0,2.0,2.0,100.0,-1.51
DABUR.NS,81.92,18.32,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,0.0,3.0,3.0,100.0,0.22
INDTERRAIN.NS,-52.02,18.3,rsiBuySignal,atrSellSignal,12.0,18.0,30.0,30.0,40.0,-0.35
UMANGDAIRY.NS,13.58,18.29,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,1.35
ZUARI.NS,-17.18,18.29,atrBuySignal,atrSellSignal,12.0,26.0,38.0,38.0,31.58,-1.06
MANYAVAR.NS,-1.63,18.06,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,5.0,7.0,7.0,28.57,-11.08
GATEWAY.NS,41.81,18.05,stochasticBuySignal,atrSellSignal,1.0,3.0,4.0,4.0,25.0,0.43
GLAND.NS,-3.07,17.85,rsiBuySignal,atrSellSignal,5.0,9.0,14.0,14.0,35.71,-5.81
RANEHOLDIN.NS,56.49,17.78,atrBuySignal,atrSellSignal,13.0,23.0,36.0,36.0,36.11,0.31
SYNCOMF.NS,54.94,17.76,atrBuySignal,atrSellSignal,4.0,2.0,7.0,7.0,57.14,0.32
SANSERA.NS,29.03,17.64,atrBuySignal,atrSellSignal,5.0,5.0,10.0,10.0,50.0,0.61
SUMICHEM.NS,99.98,17.44,atrBuySignal,atrSellSignal,9.0,14.0,23.0,23.0,39.13,0.17
BHARATFORG.NS,158.11,17.42,atrBuySignal,atrSellSignal,18.0,27.0,45.0,45.0,40.0,0.11
SUPRAJIT.NS,106.74,17.27,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,20.0,33.0,33.0,39.39,0.16
BAJAJHCARE.NS,-13.35,17.1,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-1.28
SURYODAY.NS,-24.68,17.02,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,6.0,7.0,7.0,14.29,-0.69
SAPPHIRE.NS,22.05,16.85,rsiBuySignal,atrSellSignal,4.0,5.0,9.0,9.0,44.44,0.76
