Stock,Stock Growth,Profit,BuyColumns,SellColumn,Wins,Losses,Entries,Exits,Winrate,Profit/StockGrowth
TTML.NS,3242.22,16071.95,closeAboveATRBuySignal,atrSellSignal,14.0,15.0,29.0,29.0,48.28,4.96
RTNINDIA.NS,3551.28,4503.93,closeAboveATRBuySignal,atrSellSignal,15.0,13.0,29.0,29.0,51.72,1.27
SUZLON.NS,2155.52,3407.15,closeAboveATRBuySignal,atrSellSignal,17.0,10.0,27.0,27.0,62.96,1.58
ADANIGREEN.NS,912.9,2917.04,closeAboveATRBuySignal,atrSellSignal,15.0,11.0,26.0,26.0,57.69,3.2
JBMA.NS,1452.13,2877.25,closeAboveATRBuySignal,atrSellSignal,14.0,2.0,16.0,16.0,87.5,1.98
ALOKINDS.NS,811.48,2836.82,closeAboveATRBuySignal,atrSellSignal,11.0,16.0,27.0,27.0,40.74,3.5
TANLA.NS,1231.19,2624.19,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,12.0,22.0,22.0,45.45,2.13
PATANJALI.NS,318.66,2502.29,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,21.0,31.0,31.0,32.26,7.85
JAIBALAJI.NS,3666.6,2306.84,closeAboveATRBuySignal,atrSellSignal,12.0,10.0,22.0,22.0,54.55,0.63
BLS.NS,1777.03,2050.68,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,12.0,7.0,19.0,19.0,63.16,1.15
CGPOWER.NS,4775.8,2048.01,closeAboveATRBuySignal,atrSellSignal,19.0,8.0,27.0,27.0,70.37,0.43
OLECTRA.NS,908.48,1921.72,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,13.0,23.0,23.0,43.48,2.12
INTELLECT.NS,606.79,1576.78,closeAboveATRBuySignal,atrSellSignal,8.0,12.0,20.0,20.0,40.0,2.6
POONAWALLA.NS,838.48,1506.66,closeAboveATRBuySignal,atrSellSignal,14.0,9.0,23.0,23.0,60.87,1.8
ADANIENT.NS,1356.31,1434.87,closeAboveATRBuySignal,atrSellSignal,14.0,10.0,24.0,24.0,58.33,1.06
INOXWIND.NS,1525.86,1383.63,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,12.0,5.0,17.0,17.0,70.59,0.91
JWL.NS,2463.32,1347.93,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,9.0,20.0,20.0,55.0,0.55
FACT.NS,1537.12,1316.71,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,7.0,17.0,17.0,58.82,0.86
ADANIPOWER.NS,830.44,1305.13,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,15.0,8.0,23.0,23.0,65.22,1.57
KPITTECH.NS,1441.06,1304.26,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,12.0,9.0,21.0,21.0,57.14,0.91
JSL.NS,1673.62,1241.5,closeAboveATRBuySignal,atrSellSignal,11.0,9.0,20.0,20.0,55.0,0.74
BORORENEW.NS,1216.27,1066.72,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,10.0,19.0,19.0,47.37,0.88
ATGL.NS,415.92,1008.3,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,11.0,14.0,25.0,25.0,44.0,2.42
ANGELONE.NS,874.66,1007.57,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,6.0,16.0,16.0,62.5,1.15
TATAMTRDVR.NS,740.7,978.76,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,13.0,5.0,18.0,18.0,72.22,1.32
MASTEK.NS,544.67,943.31,closeAboveATRBuySignal,atrSellSignal,10.0,10.0,20.0,20.0,50.0,1.73
ELECON.NS,3086.48,938.46,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,13.0,9.0,22.0,22.0,59.09,0.3
SAREGAMA.NS,925.57,923.68,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,6.0,11.0,17.0,17.0,35.29,1.0
TITAGARH.NS,1786.23,913.03,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,7.0,8.0,15.0,15.0,46.67,0.51
BSOFT.NS,852.1,892.73,closeAboveATRBuySignal,atrSellSignal,14.0,7.0,21.0,21.0,66.67,1.05
PERSISTENT.NS,999.86,862.42,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,14.0,6.0,20.0,20.0,70.0,0.86
GPIL.NS,1364.73,764.4,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,11.0,10.0,21.0,21.0,52.38,0.56
BSE.NS,1558.31,762.56,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,9.0,12.0,21.0,21.0,42.86,0.49
TATAINVEST.NS,748.71,748.59,closeAboveATRBuySignal,atrSellSignal,13.0,5.0,18.0,18.0,72.22,1.0
RVNL.NS,1023.7,736.12,closeAboveATRBuySignal,atrSellSignal,14.0,8.0,22.0,22.0,63.64,0.72
IRB.NS,804.92,724.27,closeAboveATRBuySignal,atrSellSignal,12.0,11.0,23.0,23.0,52.17,0.9
TEJASNET.NS,742.99,694.06,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,12.0,14.0,26.0,26.0,46.15,0.93
TATAELXSI.NS,800.04,693.69,closeAboveATRBuySignal,atrSellSignal,15.0,9.0,24.0,24.0,62.5,0.87
USHAMART.NS,1208.86,669.31,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,12.0,8.0,20.0,20.0,60.0,0.55
JSWENERGY.NS,807.6,666.77,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,8.0,9.0,17.0,17.0,47.06,0.83
CHENNPETRO.NS,667.07,659.85,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,9.0,10.0,19.0,19.0,47.37,0.99
ACE.NS,1865.28,646.15,closeAboveATRBuySignal,atrSellSignal,14.0,7.0,21.0,21.0,66.67,0.35
HAL.NS,927.47,644.65,closeAboveATRBuySignal,atrSellSignal,14.0,7.0,21.0,21.0,66.67,0.7
MAZDOCK.NS,1173.1,638.4,closeAboveATRBuySignal,atrSellSignal,9.0,7.0,16.0,16.0,56.25,0.54
TATAPOWER.NS,643.23,566.21,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,12.0,8.0,20.0,20.0,60.0,0.88
HBLPOWER.NS,2717.5,560.08,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,11.0,20.0,20.0,45.0,0.21
RENUKA.NS,351.32,554.73,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,9.0,18.0,18.0,50.0,1.58
BALAMINES.NS,422.53,547.04,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,12.0,22.0,22.0,45.45,1.29
DIXON.NS,894.57,535.19,closeAboveATRBuySignal,atrSellSignal,15.0,9.0,24.0,24.0,62.5,0.6
KARURVYSYA.NS,216.96,533.49,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,9.0,8.0,17.0,17.0,52.94,2.46
IRCTC.NS,425.23,531.32,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,12.0,22.0,22.0,45.45,1.25
MAHLIFE.NS,365.22,523.17,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,9.0,5.0,14.0,14.0,64.29,1.43
MMTC.NS,277.87,509.39,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,5.0,14.0,14.0,64.29,1.83
J&KBANK.NS,329.87,481.12,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,10.0,21.0,21.0,52.38,1.46
HFCL.NS,426.07,476.77,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,9.0,19.0,19.0,52.63,1.12
TATAMOTORS.NS,422.2,476.57,closeAboveATRBuySignal,atrSellSignal,12.0,14.0,26.0,26.0,46.15,1.13
IRFC.NS,468.55,470.49,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,7.0,5.0,12.0,12.0,58.33,1.0
HINDCOPPER.NS,800.12,468.53,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,12.0,11.0,23.0,23.0,52.17,0.59
NBCC.NS,257.64,462.18,closeAboveATRBuySignal,atrSellSignal,16.0,9.0,25.0,25.0,64.0,1.79
IOB.NS,451.8,451.55,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,8.0,18.0,18.0,55.56,1.0
ALKYLAMINE.NS,360.39,443.44,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,6.0,16.0,16.0,62.5,1.23
SWANENERGY.NS,465.89,443.08,closeAboveATRBuySignal,atrSellSignal,11.0,7.0,18.0,18.0,61.11,0.95
ELGIEQUIP.NS,381.6,442.18,closeAboveATRBuySignal,atrSellSignal,16.0,6.0,22.0,22.0,72.73,1.16
POLYMED.NS,619.25,439.41,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,7.0,11.0,18.0,18.0,38.89,0.71
COCHINSHIP.NS,445.34,435.98,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,6.0,9.0,15.0,15.0,40.0,0.98
TIINDIA.NS,612.76,428.59,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,13.0,7.0,20.0,20.0,65.0,0.7
CDSL.NS,774.8,423.79,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,8.0,9.0,17.0,17.0,47.06,0.55
LAURUSLABS.NS,479.09,423.28,closeAboveATRBuySignal,atrSellSignal,10.0,13.0,23.0,23.0,43.48,0.88
MRPL.NS,419.45,415.74,closeAboveATRBuySignal,atrSellSignal,11.0,11.0,22.0,22.0,50.0,0.99
ZENSARTECH.NS,228.08,413.27,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,8.0,18.0,18.0,55.56,1.81
DEEPAKFERT.NS,485.33,405.15,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,9.0,19.0,19.0,52.63,0.83
RKFORGE.NS,935.17,390.9,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,11.0,21.0,21.0,47.62,0.42
SWSOLAR.NS,69.25,388.53,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,9.0,14.0,23.0,23.0,39.13,5.61
BEML.NS,312.24,385.1,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,11.0,9.0,20.0,20.0,55.0,1.23
DEEPAKNTR.NS,506.23,383.26,closeAboveATRBuySignal,atrSellSignal,14.0,6.0,20.0,20.0,70.0,0.76
HUDCO.NS,419.04,379.84,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,9.0,19.0,19.0,52.63,0.91
SCHNEIDER.NS,981.93,376.53,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,9.0,19.0,19.0,52.63,0.38
LINDEINDIA.NS,1011.94,371.83,closeAboveATRBuySignal,atrSellSignal,12.0,10.0,22.0,22.0,54.55,0.37
FLUOROCHEM.NS,493.71,362.83,closeAboveATRBuySignal,atrSellSignal,19.0,6.0,25.0,25.0,76.0,0.73
ANANDRATHI.NS,614.8,351.45,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,6.0,2.0,8.0,8.0,75.0,0.57
BAJFINANCE.NS,68.26,351.29,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,8.0,19.0,19.0,57.89,5.15
APARINDS.NS,1715.8,350.87,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,9.0,20.0,20.0,55.0,0.2
GMDCLTD.NS,517.75,346.19,closeAboveATRBuySignal,atrSellSignal,13.0,14.0,27.0,27.0,48.15,0.67
TVSMOTOR.NS,305.26,344.47,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,14.0,5.0,19.0,19.0,73.68,1.13
TRITURBINE.NS,469.75,335.61,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,5.0,15.0,15.0,66.67,0.71
NCC.NS,340.91,334.84,closeAboveATRBuySignal,atrSellSignal,13.0,9.0,23.0,23.0,56.52,0.98
TRENT.NS,685.23,332.71,closeAboveATRBuySignal,atrSellSignal,13.0,9.0,22.0,22.0,59.09,0.49
CIEINDIA.NS,194.74,328.82,closeAboveATRBuySignal,atrSellSignal,11.0,9.0,20.0,20.0,55.0,1.69
BAJAJFINSV.NS,72.63,327.95,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,8.0,19.0,19.0,57.89,4.52
MAHSEAMLES.NS,352.01,326.99,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,8.0,9.0,17.0,17.0,47.06,0.93
BEL.NS,598.85,312.86,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,8.0,19.0,19.0,57.89,0.52
INDIANB.NS,405.33,311.17,closeAboveATRBuySignal,atrSellSignal,13.0,13.0,26.0,26.0,50.0,0.77
SONATSOFTW.NS,472.93,310.44,closeAboveATRBuySignal,atrSellSignal,12.0,8.0,20.0,20.0,60.0,0.66
ABB.NS,387.8,302.26,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,11.0,7.0,18.0,18.0,61.11,0.78
CENTURYPLY.NS,283.47,294.59,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,8.0,4.0,12.0,12.0,66.67,1.04
TRIDENT.NS,476.12,293.77,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,13.0,22.0,22.0,40.91,0.62
SOBHA.NS,293.3,291.88,closeAboveATRBuySignal,atrSellSignal,13.0,11.0,24.0,24.0,54.17,1.0
BANKINDIA.NS,92.69,290.74,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,9.0,19.0,19.0,52.63,3.14
VBL.NS,798.52,290.16,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,7.0,17.0,17.0,58.82,0.36
GRAPHITE.NS,119.74,290.11,closeAboveATRBuySignal,atrSellSignal,11.0,12.0,23.0,23.0,47.83,2.42
HSCL.NS,446.8,289.03,closeAboveATRBuySignal,atrSellSignal,12.0,10.0,22.0,22.0,54.55,0.65
VAIBHAVGBL.NS,120.99,279.72,closeAboveATRBuySignal,atrSellSignal,10.0,11.0,21.0,21.0,47.62,2.31
SOLARINDS.NS,696.39,275.48,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,11.0,5.0,16.0,16.0,68.75,0.4
KPRMILL.NS,539.0,275.04,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,10.0,20.0,20.0,50.0,0.51
VARROC.NS,22.76,273.7,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,7.0,17.0,17.0,58.82,12.03
GSFC.NS,218.3,273.66,closeAboveATRBuySignal,atrSellSignal,16.0,11.0,27.0,27.0,59.26,1.25
JKLAKSHMI.NS,177.73,270.26,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,8.0,10.0,18.0,18.0,44.44,1.52
APLAPOLLO.NS,721.88,267.4,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,13.0,13.0,26.0,26.0,50.0,0.37
MOTILALOFS.NS,172.59,262.1,closeAboveATRBuySignal,atrSellSignal,8.0,8.0,16.0,16.0,50.0,1.52
BHEL.NS,485.17,262.05,closeAboveATRBuySignal,atrSellSignal,16.0,13.0,29.0,29.0,55.17,0.54
IDFC.NS,216.22,259.48,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,13.0,11.0,24.0,24.0,54.17,1.2
JINDALSTEL.NS,457.24,257.92,closeAboveATRBuySignal,atrSellSignal,14.0,13.0,27.0,27.0,51.85,0.56
DALBHARAT.NS,141.42,256.51,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,11.0,8.0,19.0,19.0,57.89,1.81
KEI.NS,691.48,254.36,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,13.0,7.0,20.0,20.0,65.0,0.37
FSL.NS,376.78,252.89,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,7.0,11.0,18.0,18.0,38.89,0.67
CAPLIPOINT.NS,345.25,242.35,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,8.0,10.0,18.0,18.0,44.44,0.7
CYIENT.NS,355.64,242.17,closeAboveATRBuySignal,atrSellSignal,13.0,10.0,23.0,23.0,56.52,0.68
RADICO.NS,454.55,240.15,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,8.0,18.0,18.0,55.56,0.53
POLYCAB.NS,432.25,239.64,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,15.0,10.0,25.0,25.0,60.0,0.55
NETWORK18.NS,261.24,238.59,closeAboveATRBuySignal,atrSellSignal,15.0,9.0,24.0,24.0,62.5,0.91
CARBORUNIV.NS,295.82,236.48,closeAboveATRBuySignal,atrSellSignal,9.0,10.0,19.0,19.0,47.37,0.8
TATACOMM.NS,339.51,235.35,closeAboveATRBuySignal,atrSellSignal,12.0,13.0,25.0,25.0,48.0,0.69
AFFLE.NS,231.14,232.52,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,12.0,11.0,23.0,23.0,52.17,1.01
TATACONSUM.NS,251.43,229.55,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,10.0,20.0,20.0,50.0,0.91
GRSE.NS,338.29,229.48,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,7.0,17.0,17.0,58.82,0.68
RAYMOND.NS,199.35,229.13,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,11.0,22.0,22.0,50.0,1.15
CHOLAHLDNG.NS,107.57,227.99,closeAboveATRBuySignal,atrSellSignal,7.0,7.0,14.0,14.0,50.0,2.12
BANKBARODA.NS,152.16,227.4,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,14.0,11.0,25.0,25.0,56.0,1.49
CEATLTD.NS,148.36,227.11,closeAboveATRBuySignal,atrSellSignal,9.0,10.0,19.0,19.0,47.37,1.53
BAJAJHLDNG.NS,132.05,225.83,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,6.0,16.0,16.0,62.5,1.71
POWERINDIA.NS,1055.41,225.64,closeAboveATRBuySignal,atrSellSignal,11.0,9.0,20.0,20.0,55.0,0.21
RHIM.NS,166.74,225.0,closeAboveATRBuySignal,atrSellSignal,10.0,8.0,18.0,18.0,55.56,1.35
WELCORP.NS,260.03,217.84,closeAboveATRBuySignal,atrSellSignal,14.0,14.0,28.0,28.0,50.0,0.84
SUNDARMFIN.NS,179.87,217.55,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,7.0,5.0,12.0,12.0,58.33,1.21
GESHIP.NS,234.63,217.03,closeAboveATRBuySignal,atrSellSignal,13.0,6.0,19.0,19.0,68.42,0.92
LTIM.NS,161.52,212.68,closeAboveATRBuySignal,atrSellSignal,13.0,13.0,26.0,26.0,50.0,1.32
CANBK.NS,161.11,211.98,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,15.0,10.0,25.0,25.0,60.0,1.32
SAIL.NS,240.44,207.08,closeAboveATRBuySignal,atrSellSignal,14.0,15.0,29.0,29.0,48.28,0.86
SAFARI.NS,566.98,206.23,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,11.0,7.0,18.0,18.0,61.11,0.36
ANURAS.NS,67.07,205.67,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,5.0,8.0,13.0,13.0,38.46,3.07
CUMMINSIND.NS,450.26,205.63,closeAboveATRBuySignal,atrSellSignal,12.0,6.0,18.0,18.0,66.67,0.46
TATASTEEL.NS,246.55,203.76,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,16.0,8.0,24.0,24.0,66.67,0.83
PRAJIND.NS,373.48,203.58,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,12.0,22.0,22.0,45.45,0.55
CENTRALBK.NS,245.96,203.33,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,9.0,13.0,22.0,22.0,40.91,0.83
WELSPUNLIV.NS,196.44,202.45,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,8.0,13.0,21.0,21.0,38.1,1.03
BLUESTARCO.NS,243.21,202.26,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,7.0,18.0,18.0,61.11,0.83
PRESTIGE.NS,269.35,201.57,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,12.0,10.0,22.0,22.0,54.55,0.75
EIHOTEL.NS,221.99,199.25,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,12.0,9.0,21.0,21.0,57.14,0.9
KALYANKJIL.NS,443.28,198.73,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,7.0,10.0,18.0,18.0,38.89,0.45
JUBLPHARMA.NS,66.37,198.47,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,12.0,6.0,18.0,18.0,66.67,2.99
SJVN.NS,382.33,198.26,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,10.0,4.0,14.0,14.0,71.43,0.52
IRCON.NS,427.17,197.13,closeAboveATRBuySignal,atrSellSignal,13.0,11.0,24.0,24.0,54.17,0.46
QUESS.NS,30.04,196.23,closeAboveATRBuySignal,atrSellSignal,9.0,10.0,19.0,19.0,47.37,6.53
DCMSHRIRAM.NS,122.52,196.22,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,8.0,5.0,13.0,13.0,61.54,1.6
UCOBANK.NS,221.32,194.7,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,10.0,12.0,23.0,23.0,43.48,0.88
FINCABLES.NS,152.56,193.78,closeAboveATRBuySignal,atrSellSignal,13.0,10.0,23.0,23.0,56.52,1.27
GRASIM.NS,207.37,193.0,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,13.0,6.0,19.0,19.0,68.42,0.93
IDFCFIRSTB.NS,78.71,185.92,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,11.0,21.0,21.0,47.62,2.36
LT.NS,168.59,185.39,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,12.0,7.0,19.0,19.0,63.16,1.1
CHALET.NS,157.21,184.75,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,11.0,7.0,18.0,18.0,61.11,1.18
ASTERDM.NS,219.98,181.47,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,8.0,8.0,16.0,16.0,50.0,0.82
HCLTECH.NS,153.08,180.88,closeAboveATRBuySignal,atrSellSignal,13.0,10.0,23.0,23.0,56.52,1.18
AMBER.NS,217.2,179.4,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,7.0,12.0,19.0,19.0,36.84,0.83
ZYDUSLIFE.NS,262.69,178.88,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,11.0,8.0,19.0,19.0,57.89,0.68
IIFL.NS,188.32,178.23,closeAboveATRBuySignal,atrSellSignal,10.0,15.0,25.0,25.0,40.0,0.95
RAILTEL.NS,200.37,177.81,closeAboveATRBuySignal,atrSellSignal,7.0,7.0,14.0,14.0,50.0,0.89
GRANULES.NS,237.45,177.42,closeAboveATRBuySignal,atrSellSignal,10.0,12.0,22.0,22.0,45.45,0.75
KSB.NS,588.31,176.78,closeAboveATRBuySignal,atrSellSignal,11.0,10.0,21.0,21.0,52.38,0.3
OFSS.NS,177.86,175.5,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,9.0,19.0,19.0,52.63,0.99
JKCEMENT.NS,252.87,175.3,closeAboveATRBuySignal,atrSellSignal,12.0,14.0,26.0,26.0,46.15,0.69
PNBHOUSING.NS,109.4,175.17,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,8.0,10.0,18.0,18.0,44.44,1.6
RECLTD.NS,294.35,174.07,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,13.0,14.0,27.0,27.0,48.15,0.59
IOC.NS,98.47,173.79,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,11.0,22.0,22.0,45.45,1.76
